"expo","Age8_p","Age8_s","Age7_p","Age7_s","Age6_p","Age6_s","Age5_p","Age5_s","Age4_p","Age4_s","Age3_p","Age3_s","Age2_p","Age2_s","Age1_p","Age1_s"
"DP02_0002PE",0.116036708172492,0.992959282311163,0.0176955186469897,0.990042319643415,0.09931514104141,0.993496796386633,0.289850421007499,0.995534028567976,0.882831245913376,0.999370975924111,0.161582472540936,1.00560347554475,3.07259238563007e-05,1.01618646710271,0.965928559667795,1.00025684368069
"DP02_0003PE",0.507385053624714,0.995581756233962,0.747882245769401,0.997971710737426,0.44595640904286,1.00449438288993,0.125239373210526,1.00959922344657,0.102191116077028,1.01030763410235,0.00266150197882153,1.01755418613384,1.11862218425345e-08,1.03191937503246,0.0122836102243874,1.02209706020967
"DP02_0004PE",0.0524571739515748,0.993339394386794,8.16281382453656e-11,0.980695378509749,1.19350217668574e-12,0.980636486251108,7.83366957236846e-13,0.979245085245751,1.26541322192149e-10,0.980857842315304,7.90803817905143e-08,0.984603682901942,0.104204095167944,0.9950509237276,1.28015253960789e-06,0.979056313069907
"DP02_0005PE",0.342039787371919,0.994155226955575,3.90483621756611e-05,0.977133670053141,6.73625793604884e-05,0.979285552406798,0.000100515435020894,0.978437306336425,0.000108987623842879,0.978379981629934,0.0030811754325522,0.984239390824944,0.70676548567431,1.00205684560162,0.0267189710743367,0.982197614396282
"DP02_0006PE",0.895811013975879,1.00309464218532,1.90715497070574e-10,1.13902887162826,2.76541865776248e-19,1.17218494998791,5.74525102531218e-28,1.21366243120374,1.3952834001207e-34,1.23217520813729,3.56114357612743e-33,1.21292993989142,7.75408357574181e-29,1.20216898228096,8.97663524440504e-24,1.28281499599473
"DP02_0007PE",0.494611801314338,0.971548333077725,6.87718243711027e-06,1.18740240555973,2.0542402849246e-08,1.2151889838035,2.96444699611418e-14,1.30597513020853,8.04198672406025e-18,1.3435259599146,6.45150270871408e-18,1.31960571434684,3.96272532194001e-20,1.33628540628727,7.82616518261445e-15,1.45442734704771
"DP02_0008PE",0.192345087094442,1.00832459725716,4.32157739696447e-11,1.03690204172529,2.24791984757845e-17,1.04206241066856,2.75829387348203e-21,1.04864610371023,4.78341591109062e-22,1.04965668466049,2.43086876867017e-27,1.05024013217615,7.79365034491668e-12,1.03554093422943,2.41662903399549e-12,1.0539623992493
"DP02_0009PE",0.413687498682756,1.00952052060743,6.95789282142074e-10,1.06428293932365,6.18283535753626e-16,1.0749431381521,1.63028827748309e-20,1.08886308147967,3.51715780484247e-20,1.08890815971703,1.92348855614213e-25,1.09079765024238,1.60710564025525e-12,1.06733508944116,3.09598010872292e-13,1.10359418830026
"DP02_0010PE",0.116247069039505,1.00708962221379,0.0177331333618513,1.01005593965193,0.0995856346366163,1.00654193915982,0.290533008886033,1.00448546554485,0.883223705754107,1.00062791638055,0.161469902693667,0.994426533694525,3.05978083530716e-05,0.984070269751859,0.965901945621407,0.999742825870194
"DP02_0011PE",0.527412512014839,1.00365417178119,0.12532494556323,1.00836070570422,0.306551622758358,1.00520648215419,0.406387545305397,1.00450138885222,0.723405724161164,1.00193218489907,0.38046532595266,0.995528619304098,0.000637555013203874,0.983148719537202,0.840637180285882,0.998460719769141
"DP02_0012PE",0.00382610650708487,0.961401243016218,0.00228384753152128,0.961627965443019,0.00094211038305778,0.961378463889039,0.0115567803117031,0.968193357643537,0.1176388093837,0.97985185861289,0.290286276375845,0.987148127504105,0.16834752581447,0.983347189467689,0.016201315589503,0.957464054056433
"DP02_0013PE",0.87552507321099,0.999036266643178,0.134689377861449,1.0086968980728,0.00277820681623511,1.01602162559731,7.50693018430547e-05,1.02228214717908,2.15284156378243e-05,1.02396798799885,8.06542210928197e-09,1.02964052248131,4.36175724306405e-16,1.03936503354,5.27384200563977e-06,1.03585694927752
"DP02_0014PE",0.00251650985013234,0.978921388216099,9.63608926834843e-06,0.971613535560297,2.73599150963986e-05,0.974800317272058,0.000848686888553157,0.978312168031146,0.0815911063954505,0.988330878789788,0.491144050964636,0.995630032953833,0.807277253429186,1.00155225818955,0.0012216514140874,0.970157663853119
