"expo","Age8_p","Age8_s","Age7_p","Age7_s","Age6_p","Age6_s","Age5_p","Age5_s","Age4_p","Age4_s","Age3_p","Age3_s","Age2_p","Age2_s","Age1_p","Age1_s"
"DP02_0111PE",0.876950484768772,0.999582383237608,0.00591503232323111,0.993133995415245,4.63791692569298e-11,0.985859067759404,3.78944949364016e-16,0.982198425032716,8.53330412641391e-18,0.981343026595497,6.61201717771796e-13,0.984751395392322,8.04018620375493e-20,0.981789155497281,6.30264658318124e-15,0.976224395994191
"DP02_0112PE",0.877020583356404,1.00041769232592,0.00596017632185368,1.00691254502663,4.62514793161816e-11,1.01434322205458,3.83171945219646e-16,1.01812474837996,8.46912846057653e-18,1.01901251636726,6.65162543331477e-13,1.01548318390789,8.03369337266049e-20,1.01854773092711,6.25626686233555e-15,1.02435772119876
"DP02_0113PE",0.667682462964793,1.00243625400605,0.000211699901936147,1.01941571483367,1.62795330089489e-14,1.03445311062801,5.67831354348872e-21,1.04279988048227,8.0275352749965e-23,1.04452813618044,7.80064815711887e-17,1.03688637437836,3.64554030518612e-23,1.04178986408419,1.80619363415941e-17,1.05521272980537
"DP02_0114PE",0.857299289714488,1.00052914864674,3.03787500234222e-07,1.01351576275694,1.22017755492218e-20,1.02050605235538,3.5613451619681e-35,1.02627822532038,3.61243195155891e-39,1.02733197889307,1.76193125714234e-31,1.023908637604,1.18922159039612e-38,1.0254026443327,2.56791448398441e-32,1.03459742343929
"DP02_0115PE",0.641688498089104,1.00301259260255,3.64550250816434e-08,1.03196313764051,4.58346328886564e-21,1.04597986863694,2.12670446282913e-35,1.05876683346697,3.60363321874093e-38,1.060572430456,1.95189007166965e-30,1.05269548898186,1.11604091984853e-36,1.05577916555855,1.8068897528564e-30,1.07607665537101
"DP02_0116PE",0.628806556337835,0.996671591604406,0.000792197334926162,0.97890721778782,0.0166742671987588,0.98576505250205,0.00648603986123757,0.982858935029605,0.0202643481865792,0.985198497453114,0.00324155786217339,0.982557806115032,0.174729621314364,0.991808487595047,0.0210365510193949,0.979474898434966
"DP02_0117PE",0.761513141105314,0.995366647528222,0.0689968070219254,0.974249841625995,0.675629807854852,0.994386067867125,0.595041396670919,0.992416474472998,0.93167104473486,0.998763637300736,0.505253796110413,0.991037870670503,0.568729862965574,1.00771843523464,0.671350658831779,0.991468147901578
"DP02_0118PE",0.813768353804876,0.997004869874829,0.00454445679690381,0.967032500803607,0.0169765323636308,0.973933411608417,0.00645055662027864,0.968545353941454,0.00134009845491512,0.963044955491585,0.000126924361521789,0.959071167345072,0.0010250800181185,0.96456323006374,0.042120573450141,0.96667916699558
"DP02_0119PE",0.854198602720727,0.995560139836228,0.0864932510542064,0.961799967512833,0.323358803469596,0.979226230965745,0.200151034729755,0.971460283797856,0.112832800573874,0.964618779943082,0.0331629626158256,0.955824579970263,0.0400248227932964,0.957342331947906,0.194679028618168,0.959374240774077
"DP02_0120PE",0.105006422351738,1.03149858364292,0.332052542501368,1.01775198574998,0.123875581733058,1.02624389440761,0.640697515982657,1.00844801073071,0.858566172044742,1.00324074906383,0.988908828008311,0.999763385681381,0.824949591153794,1.00376408728354,0.35996268658853,0.976961388783554
"DP02_0121PE",0.144492762353942,1.071071202724,0.280875103283714,1.04919747435931,0.0525625532702115,1.08317490706545,0.411456063167643,1.03698954865752,0.562017932602213,1.02617530289845,0.588675503772786,1.02284752407089,0.504977966304387,1.02817521320586,0.964447616183427,0.99721794226269
