"expo","Age8_corr","Age7_corr","Age6_corr","Age5_corr","Age4_corr","Age3_corr","Age2_corr","Age1_corr"
"DP05_0033PE",0.0416929752763053,0.0383237958328438,0.226441954496507,0.318247124944956,0.255786079899522,0.18371095139649,0.154659170540757,0.100757069441918
"DP05_0034PE",-0.0290780760667766,0.119889603535267,0.0377506632884692,-0.029030001930265,0.0196406084305827,0.03121572821724,-0.0435749376236511,-0.189636725567165
"DP05_0035PE",0.0290780760667767,-0.119889603535267,-0.0377506632884688,0.0290300019302655,-0.0196406084305823,-0.0312157282172396,0.0435749376236515,0.189636725567165
"DP05_0036PE",-0.0290780760667766,0.119889603535267,0.0377506632884692,-0.029030001930265,0.0196406084305827,0.03121572821724,-0.0435749376236511,-0.189636725567165
"DP05_0037PE",-0.0935820966459945,-0.365641292927548,-0.479705244644641,-0.504886095692283,-0.500851652382629,-0.536853183001268,-0.316908904567133,-0.39232138056262
"DP05_0038PE",0.0871952066565089,0.270531091369177,0.292616608355179,0.267069577230478,0.265334475684501,0.322191476291124,0.0930351667510304,0.173242688037187
"DP05_0039PE",0.0104030917972901,-0.0363839315049609,0.127747887348541,0.295597024047793,0.283147709649645,0.223882535968584,0.231799967087546,0.285106326923663
"DP05_0040PE",0.0840904945025578,-0.0220691960931467,-0.0578098803798297,-0.0882626002592829,-0.0792878431515935,-0.132585002150455,-0.089036796421214,-0.0943285308279306
"DP05_0041PE",0.0179552072625892,-0.0235538925212394,0.0828961572474683,0.0833330598591629,0.071662939268941,0.0665346967354571,0.108964875489816,0.0529268966522594
"DP05_0042PE",-0.0398502838715241,-0.0615968652612817,-0.0156773847014231,-0.0474414922217459,-0.0258011039821394,-0.0365035423720717,-0.0473959229518909,-0.0207718098527065
"DP05_0043PE",0.0241123773141445,-0.0624885363861839,-0.103325507481824,-0.0819765745509462,-0.0889346528879192,-0.0982249898995178,-0.092940982349357,0.00567586376494444
"DP05_0044PE",0.00830190752654203,-0.164191579474424,-0.123767723689251,-0.183702074825496,-0.217860339775063,-0.249744366587214,-0.199981269056656,-0.201795980117288
"DP05_0045PE",-0.0171676320258115,-0.198520797251635,-0.163769399700116,-0.208901354658049,-0.228076102580885,-0.259398643209701,-0.205132719336026,-0.21556697192665
"DP05_0046PE",0.00706533758567015,-0.0658548435304007,-0.0479597674366456,-0.0854420426865602,-0.144421484166305,-0.180603290765738,-0.196956741731197,-0.139187379734988
"DP05_0047PE",-0.0120903637188636,-0.0967039118071881,-0.0224729359783985,-0.0371018386716759,-0.0532026093018851,-0.0577892826446913,-0.00293045484225735,-0.0302435667464404
"DP05_0048PE",-0.0645251736366551,-0.191587935423291,-0.20387627473634,-0.197560584442802,-0.197664515860485,-0.193424625419079,-0.171591806002809,-0.136723242775969
"DP05_0049PE",0.0102410173299999,-0.1541014800062,-0.151789363138035,-0.206592134107444,-0.216943871851342,-0.258985738602756,-0.185627508404749,-0.240618261818538
"DP05_0050PE",0.0750872898335675,0.0196131146434719,0.0684366074301252,-0.0213390763965967,-0.0163753770021451,-0.0418053329535371,-0.013651994027183,-0.00546018620284033
"DP05_0051PE",0.0689209968443807,-0.0226143007436642,-0.0215513370941947,-0.0714988238632261,-0.0691072729720486,-0.0497253282268526,0.000963821124270595,-0.0469669658548176
"DP05_0052PE",-0.0364960043428164,-0.0621966362143997,0.015857388491556,0.00890644923713198,0.0195557642018718,0.0343726065160629,-0.0192325654377195,0.0120605688075328
"DP05_0053PE",-0.0833014555852269,-0.0510939934478401,0.0237872352631238,0.0253967536244189,0.0525125275708139,0.0518526890956503,0.0175253647820571,0.0448305402813016
"DP05_0054PE",0.0562497167987594,-0.0149681227597223,0.0578078349965344,-0.00176499987877114,-0.0199578980638463,-0.0584443085696577,-0.0438067182913662,-0.0786593837571097
"DP05_0055PE",-0.0204755464469714,-0.0063801823873449,0.0409040225680086,0.0412380243986904,0.0280673381411676,0.0652634339951678,-0.00613102183336875,0.00393906125856542
"DP05_0056PE",-0.0515948363538556,-0.0377398800128024,-0.0208289818329009,0.00131733978714798,0.0156914020487956,0.0569756847650941,0.00755897750732656,0.0535316427453464
"DP05_0057PE",-0.0124927625577405,0.341519122353365,0.539780813073121,0.716435748523501,0.743266046314477,0.700704683429394,0.730163009547159,0.680211535130281
"DP05_0058PE",0.0290780760667767,-0.119889603535267,-0.0377506632884688,0.0290300019302655,-0.0196406084305823,-0.0312157282172396,0.0435749376236515,0.189636725567165
"DP05_0059PE",-0.0687740508314998,-0.0892056423701748,-0.0995600129005245,-0.018645518083811,-0.0790859823921345,-0.0596571281055968,-0.0291232074333784,0.118251315686716
"DP05_0060PE",-0.101755106572564,-0.188857702676891,-0.11818723828458,-0.0469178922942535,-0.0178405522265967,-0.0424522416707268,-0.0303015662467688,0.0617588552672383
"DP05_0061PE",0.148153402319278,-0.172180844002343,-0.223633720171259,-0.308559997703277,-0.350094111686817,-0.355157496129941,-0.254374592512597,-0.236715206368315
"DP05_0062PE",0.0537810045171774,0.156554591859256,0.234856644346618,0.287923989316372,0.192382241407407,0.206957728561823,0.103845631120643,0.118518466092388
"DP05_0063PE",0.0416929752763053,0.0383237958328438,0.226441954496507,0.318247124944956,0.255786079899522,0.18371095139649,0.154659170540757,0.100757069441918
"DP05_0064PE",-0.0921875713150796,-0.369338289183473,-0.480098175200605,-0.502491131772074,-0.500729490608589,-0.536169864504355,-0.314526189468721,-0.384404399603864
"DP05_0065PE",0.0864603937346688,0.269490698865037,0.292447355522663,0.269651578847053,0.266202595852309,0.3229703197099,0.0951933849893257,0.17998959318295
