"expo","Age8_corr","Age7_corr","Age6_corr","Age5_corr","Age4_corr","Age3_corr","Age2_corr","Age1_corr"
"DP04_0126PE",0.136077166484037,0.218409639847136,0.326607940838735,0.320855252524353,0.230192828655684,0.153217711262421,0.0498591106137979,0.123594490535781
"DP04_0127PE",-0.0770223934094117,0.0329546438754652,0.0799352377718397,0.103440951867917,0.0982457871896678,0.143071892476516,0.00310324690145773,0.136140433069704
"DP04_0128PE",-0.112708081566233,0.115878015454578,0.253620913074493,0.320382114664078,0.394381518276042,0.392513734351107,0.360596620554552,0.351715483815702
"DP04_0129PE",0.0447053668305467,0.0398476450078945,0.0231947847881392,0.0428179695428955,0.0765879034659891,0.0807922337350378,0.119721828052785,0.0485120243714162
"DP04_0130PE",0.109721193075912,-0.110984142388344,-0.21568792265393,-0.266371122765199,-0.347239978910994,-0.372613133659897,-0.342475583293132,-0.298997724669023
"DP04_0131PE",0.0847812974564251,-0.10466196891785,-0.221158047287401,-0.324909551672418,-0.40393204373936,-0.399737898077609,-0.370784581345134,-0.377744971056197
"DP04_0132PE",0.0646391048442231,-0.126088885232852,-0.21671040460994,-0.278129355332944,-0.317000250279159,-0.342235688155414,-0.244353165094436,-0.309331502956954
"DP04_0133PE",0.0336922101988042,-0.134372229325496,-0.256537069534777,-0.303841051105789,-0.347196452058741,-0.355838167714497,-0.252701958519833,-0.326285597819892
"DP04_0136PE",0.137861354584883,0.216238438934646,0.323596763787274,0.31896960231961,0.227710059244682,0.14824804836359,0.0504284344285745,0.124455431053041
"DP04_0137PE",-0.0490085441813171,-0.234484040704664,-0.321875752807496,-0.333953818045623,-0.278869351028344,-0.342928391031654,-0.222860104177509,-0.267122078402036
"DP04_0138PE",-0.00292800888046219,-0.0824371458532465,-0.202911533149048,-0.20122274485407,-0.227544145329282,-0.291527430116299,-0.187026848527385,-0.21416604559485
"DP04_0139PE",0.0172651711691543,-0.135871260793278,-0.118732264682626,-0.1111656181603,-0.226738465692926,-0.247295960905968,-0.20923939549565,-0.134536101436205
"DP04_0140PE",-0.037302693675789,0.03901184976895,-0.0227069907678093,-0.0258556626393537,-0.00192404794696858,-0.0135073828444539,0.0241735985844182,0.104668119803904
"DP04_0141PE",-0.0900307138321771,-0.171377870772678,-0.090478721764065,-0.0140708993587671,-0.0235273511327606,-0.0292928839876704,-0.0855403807824632,0.0322229750127011
"DP04_0142PE",0.0572793657426118,0.244091858172638,0.328744530924476,0.309390598240496,0.340166724025497,0.413195989916179,0.296830332177705,0.233935981096466
