"expo","Age8_corr","Age7_corr","Age6_corr","Age5_corr","Age4_corr","Age3_corr","Age2_corr","Age1_corr"
"DP04_0072PE",0.0499025420462903,0.00264166519593852,0.113774689444736,0.147933738378082,0.0667756144514164,-0.0125711865018768,-0.0424888420601612,-0.0475396503447089
"DP04_0073PE",0.0577899766795618,0.370222874704669,0.326473334870443,0.256685372676762,0.263257572656718,0.257635794530839,0.240966908379108,0.257745852963502
"DP04_0074PE",0.0678528045534014,0.211830443543883,0.111686831317862,0.0743025983045685,0.0591725975430401,0.0748115685024714,0.0716079725741832,-0.00120335794947995
"DP04_0075PE",-0.00650922784488854,0.474984457879771,0.480395444951445,0.502846059302991,0.432223830134743,0.46477704569324,0.39080466623808,0.412028683294687
"DP04_0093PE",-0.0209770626095004,-0.246808733558917,-0.206804682323079,-0.148642944371042,-0.202845446352843,-0.255715256981672,-0.180585784760833,-0.255378571768632
"DP04_0094PE",-0.113128683098098,0.123820497811745,0.0777771771921631,0.112781927863876,0.0931392756085345,0.120615694364872,0.159655687856321,0.189166632779458
"DP04_0095PE",-0.187294698081632,-0.0883795060487833,-0.0364901256401744,0.0389739822487821,0.0628461181396494,0.107377178560359,0.0696485995421658,0.184164011548906
"DP04_0096PE",-0.120172043780015,0.0700618145571237,0.243881453048544,0.342411842017677,0.403241179760992,0.447219500746808,0.358345942613914,0.382723164586479
"DP04_0097PE",-0.00462543429433724,0.29256819099992,0.40009387105404,0.45001455449433,0.486378013990151,0.473030022462364,0.40277347625884,0.386197058419863
"DP04_0098PE",0.0842421210934361,0.0298049951524699,-0.00669067358397222,-0.065450542477469,-0.0919371109876574,-0.133759724216203,-0.106637602050503,-0.177527666719694
"DP04_0099PE",0.136549536921277,-0.142706877134268,-0.243176045482787,-0.36598256750966,-0.422133002911594,-0.464767389102006,-0.421305647586231,-0.420821670923962
"DP04_0100PE",0.140355725078498,-0.125267649790724,-0.301388899641745,-0.387656703175493,-0.438520538076151,-0.462258852186938,-0.357522589559177,-0.415301039023136
"DP04_0102PE",-0.177727906939604,-0.285359063092105,-0.171988961604539,-0.0855834774609499,-0.0838715872796628,-0.121477428182423,-0.0543926977622184,-0.197686423295624
"DP04_0103PE",-0.136615498612813,0.105066803504375,0.0918507407915836,0.122809700105192,0.0546650838100256,0.075065320882892,0.0491861662225837,0.134901106577327
"DP04_0104PE",-0.165375175767605,0.0842921904796147,0.189044605329143,0.236164701610566,0.254335300411635,0.307902300490931,0.249586074641918,0.340376893235266
"DP04_0105PE",-0.0953168320205415,0.0458553145905633,0.22596975780232,0.342416875269619,0.401102662150684,0.407178087779661,0.34843168728175,0.387551550665901
"DP04_0106PE",-0.0579847857482329,0.141343539998914,0.245048192210505,0.297397672425072,0.334493063093855,0.357027779010021,0.306102412644097,0.249060314321333
"DP04_0107PE",0.0779236396821936,-0.0193199011554278,-0.0402445421395277,-0.133852552711992,-0.14384388534619,-0.151948794233026,-0.146108180449359,-0.192972458293616
"DP04_0108PE",0.143604155018086,-0.137207112931296,-0.321623948169492,-0.403071286300957,-0.445275134740571,-0.481049495958932,-0.397502605821642,-0.428423222495259
"DP04_0110PE",-0.0212346690692346,-0.247362594227576,-0.207129359811035,-0.149168529596869,-0.203495241922357,-0.256640678883489,-0.18058405810536,-0.255819695891082
"DP04_0111PE",-0.0521853034024744,-0.272316024728521,-0.484851947449968,-0.549925912230207,-0.645274684245573,-0.655202056285796,-0.559618297555784,-0.469720704011971
"DP04_0112PE",-0.031039121446851,-0.210286709336661,-0.289412984347806,-0.278887175993333,-0.289642980488352,-0.299485384907037,-0.200152157929754,-0.117017049771901
"DP04_0113PE",-0.0144332069316396,0.145031902090647,0.0997566057207376,0.0237924190663552,0.0641218978915875,0.124374799363801,0.175467072853718,0.0895013003317171
"DP04_0114PE",-0.0368959895444562,0.0704914124568942,0.199538507698715,0.232232491201154,0.288144588522756,0.262657063035761,0.232047630521092,0.16030273216339
"DP04_0115PE",0.0803432413220872,0.295975569988621,0.520369650799207,0.595383851853,0.666387549519522,0.668301067815476,0.523368992076696,0.445612029516614
"DP04_0117PE",-0.177771771287789,-0.287500510162054,-0.175957044583915,-0.0890571015281047,-0.0876889659814676,-0.124907628468711,-0.0558139894324873,-0.199681815996768
"DP04_0118PE",0.0582462726959552,-0.127256375446001,-0.243219473284446,-0.232205714669965,-0.32459747450951,-0.311756762471983,-0.241942652335687,-0.163754760960863
"DP04_0119PE",-0.0712575124383098,-0.0797501213834456,-0.114861616206392,-0.0810301883462638,-0.020563482745401,-0.0215827450083084,0.00160968345217421,0.00750165732964256
"DP04_0120PE",-0.0289227045374103,-0.0273432537548334,0.0648872077676511,0.118302784042484,0.120411666145407,0.165701794762016,0.141412932457048,0.18215590334684
"DP04_0121PE",-0.128145352059545,-0.0401023621599266,0.0520893068058175,0.128438107882963,0.173641740884233,0.170625115725731,0.126431652452768,0.124243248057494
"DP04_0122PE",0.181122709078762,0.238711750313015,0.177478680336783,0.0789269119312677,0.127432167121356,0.119944565771595,0.0615139474999368,0.0360737852870807
"DP04_0123PE",-0.084473688923648,-0.0098268729357434,0.084253851900371,0.0568425567641575,0.0347235394399566,0.0216338321480597,0.0283706725068022,0.0292854112446865
"DP04_0124PE",0.0278610745920551,0.161921977028485,0.223166961645219,0.158768505386193,0.180325674064291,0.149763546628082,0.10798321816873,-0.00539054515027651
